ObjectID,institution source,occurrenceID,institutionCode,collectionID,collectionCode,catalogNumber,sex,kingdom,phylum,class,order,family,genus,subgenus,specificEpithet,infraspecificEpithet,scientificName,scientificNameAuthorship,taxonRank,dateIdentified,identifiedBy,typeStatus,continent,country,stateProvince,locality,decimalLatitude,decimalLongitude,coordinatePrecision,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,basisOfRecord,eventDate,year,month,day,habitat,fieldNumber,recordedBy,samplingProtocol,associatedMedia,eventRemarks,modified,Notes,notes 2,coord notes,Old id,share_data,gridref,QDS,errors,error notes,corrected,absent,sp
2015RL055928,Cape Nature,,Western Cape Nature Conservation Board,,,SAM ZR-50055,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,"Kalk Bay mountains above St James, Cape Peninsula.",-34.1149,18.4588,Nearest Second or better,,,,,Specimen,1975/06/30,1975,6,30,,,"Stewart, P",,,NULL,,,,,,,3418AB,0,0,0,,0,Breviceps montanus
2015RL056000,Cape Nature,,University of Pretoria,,,MJC-730,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,N2: 10 km west of Swellendam,-34.10555556,20.26305556,Nearest Second or better,,,,,Heard Call,1999/08/22,1999,8,22,,,"Cunningham M.J., Henderson C.L.",,,ran out of tape!,,,,,,,3420AB,0,0,0,,0,Breviceps montanus
2015RL056001,Cape Nature,,South African Frog Atlas Project,,,SAFAP-99900730.0,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,,-34.10555556,20.26305556,Nearest Second or better,,,,,Heard Call,1999/08/22,1999,8,22,,,Unknown,,,NULL,,,,,,,3420AB,0,0,0,,0,Breviceps montanus
2015RL056023,Cape Nature,,South African Frog Atlas Project,,,SAFAP-9001851.0,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,,-34.10083333,20.20222222,Nearest Second or better,,,,,Heard Call,1999/05/03,1999,5,3,,,Unknown,,,NULL,,,,,,,3420AA,0,0,0,,0,Breviceps montanus
2015RL056062,Cape Nature,,South African Frog Atlas Project,,,SAFAP-9001854.0,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,,-34.09416667,20.13777778,Nearest Second or better,,,,,Heard Call,1999/05/03,1999,5,3,,,Unknown,,,NULL,,,,,,,3420AA,0,0,0,,0,Breviceps montanus
2015RL056073,Cape Nature,,South African Frog Atlas Project,,,SAFAP-23006620.0,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,Silvermine N.R. (CPNP),-34.09305556,18.42194444,Nearest Second or better,,,,,Specimen,1979/08/26,1979,8,26,,,Unknown,,,NULL,,,,,,,3418AB,0,0,0,,0,Breviceps montanus
2015RL056074,Cape Nature,,Western Cape Nature Conservation Board,,,SAM ZR-51776,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,"Steenberg Plateau, Silvermine Nature Reserve which now falls within the Cape Peninsula National Park.",-34.09305556,18.42194444,Nearest Second or better,,,,,Specimen,1979/08/26,1979,8,26,,,A.L. de Villiers,,,NULL,,,,,,,3418AB,0,0,0,,0,Breviceps montanus
2015RL056082,Cape Nature,,University of Pretoria,,,MJC-229,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,Silwermyn NR,-34.09222222,18.42527778,Nearest Second or better,,,,,Audio,1998/08/16,1998,8,16,,,"Cunningham M.J., Henderson C.L.",,,NULL,,,,,,,3418AB,0,0,0,,0,Breviceps montanus
2015RL056083,Cape Nature,,South African Frog Atlas Project,,,SAFAP-99900229.0,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,,-34.09222222,18.42527778,Nearest Second or better,,,,,Audio,1998/08/16,1998,8,16,,,Unknown,,,NULL,,,,,,,3418AB,0,0,0,,0,Breviceps montanus
2015RL056122,Cape Nature,,South African Frog Atlas Project,,,SAFAP-13230220.0,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,,-34.09111111,18.42305556,Nearest Second or better,,,,,Heard Call,2001/08/10,2001,8,10,,,Unknown,,,NULL,,,,,,,3418AB,0,0,0,,0,Breviceps montanus
2015RL056181,Cape Nature,,University of Pretoria,,,MJC-610,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,"Silwermyn NR, Constantiaberg side",-34.08388889,18.41833333,Nearest Second or better,,,,,Audio,1999/07/17,1999,7,17,,,"Cunningham M.J., Henderson C.L.",,,NULL,,,,,,,3418AB,0,0,0,,0,Breviceps montanus
2015RL056182,Cape Nature,,South African Frog Atlas Project,,,SAFAP-99900610.0,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,,-34.08388889,18.41833333,Nearest Second or better,,,,,Audio,1999/07/17,1999,7,17,,,Unknown,,,NULL,,,,,,,3418AB,0,0,0,,0,Breviceps montanus
2015RL056239,Cape Nature,,University of Pretoria,,,MJC-612,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,"Silwermyn, top of Noordhoek Pk",-34.07277778,18.38222222,Nearest Second or better,,,,,Audio,1999/07/17,1999,7,17,,,"Cunningham M.J., Henderson C.L.",,,NULL,,,,,,,3418AB,0,0,0,,0,Breviceps montanus
2015RL056240,Cape Nature,,South African Frog Atlas Project,,,SAFAP-99900612.0,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,,-34.07277778,18.38222222,Nearest Second or better,,,,,Audio,1999/07/17,1999,7,17,,,Unknown,,,NULL,,,,,,,3418AB,0,0,0,,0,Breviceps montanus
2015RL056255,Cape Nature,,South African Frog Atlas Project,,,SAFAP-9001895.0,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,,-34.0725,19.06611111,Nearest Second or better,,,,,Heard Call,1999/10/15,1999,10,15,,,Unknown,,,NULL,,,,,,,3419AA,0,0,0,,0,Breviceps montanus
2015RL056378,Cape Nature,,Western Cape Nature Conservation Board,,,None-627,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,Hottentot Holland Nature Reserve,-34.0625,19.00194444,Nearest Second or better,,,,,Observation,0/NULL/,0,NULL,,,,NULL,,,NULL,,,,,,,3419AA,0,0,0,,0,Breviceps montanus
2015RL056463,Cape Nature,,Western Cape Nature Conservation Board,,,CFM-1605,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,Groot Toren,-34.05583333,19.88194444,Nearest Second or better,,,,,Audio,2003/11/09,2003,11,9,,,"Henderson C.L., Cunningham M.J.",,,AFM3_32,,,,,,,3419BB,0,0,0,,0,Breviceps montanus
2015RL056471,Cape Nature,,South African Frog Atlas Project,,,SAFAP-9000051.0,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,,-34.05555556,18.95694444,Nearest Second or better,,,,,Heard Call,1997/06/21,1997,6,21,,,EJF Foster,,,NULL,,,,,,,3418BB,0,0,0,,0,Breviceps montanus
2015RL056564,Cape Nature,,South African Frog Atlas Project,,,SAFAP-9001678.0,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,Hottentots-Holland N.R. (SA107),-34.04944444,19.00944444,Nearest Second or better,,,,,Audio,1999/06/11,1999,6,11,,,Unknown,,,NULL,,,,,,,3419AA,0,0,0,,0,Breviceps montanus
2015RL056583,Cape Nature,,Western Cape Nature Conservation Board,,,HOTT/H-336,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,Landrosskop,-34.04875,19.02569444,Nearest Second or better,,,,,Observation,2006/02/21,2006,2,21,,,J. Thanyani,,,NULL,,,,,,,3419AA,0,0,0,,0,Breviceps montanus
2015RL056584,Cape Nature,,Western Cape Nature Conservation Board,,,HOTT/H-22,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,Landrosskop,-34.04872222,19.02316667,Nearest Second or better,,,,,Observation,2005/06/28,2005,6,28,,,J. Thanyani/ S. Jobe,,,NULL,,,,,,,3419AA,0,0,0,,0,Breviceps montanus
2015RL056585,Cape Nature,,Western Cape Nature Conservation Board,,,HOTT/H-33,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,Landrosskop,-34.04872222,19.02316667,Nearest Second or better,,,,,Observation,2005/09/20,2005,9,20,,,J. Thanyani,,,NULL,,,,,,,3419AA,0,0,0,,0,Breviceps montanus
2015RL056591,Cape Nature,,Western Cape Nature Conservation Board,,,HOTT/H-338,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,Landrosskop,-34.04861111,19.02305556,Nearest Second or better,,,,,Observation,2006/02/21,2006,2,21,,,J. Thanyani,,,NULL,,,,,,,3419AA,0,0,0,,0,Breviceps montanus
2015RL056640,Cape Nature,,Western Cape Nature Conservation Board,,,MBPending-715,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,"Hottentots Holland Nature Reserve, along road to Landroskop",-34.04361111,19.03527778,Nearest Second or better,,,,,Specimen,1998/09/23,1998,9,23,,,Burger M.,,,NULL,,,,,,,3419AA,0,0,0,,0,Breviceps montanus
2015RL056642,Cape Nature,,South African Frog Atlas Project,,,SAFAP-9001322.0,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,Hottentots-Holland N.R. (SA107),-34.04361111,19.03527778,Nearest Second or better,,,,,Specimen,1998/09/23,1998,9,23,,,Unknown,,,NULL,,,,,,,3419AA,0,0,0,,0,Breviceps montanus
2015RL056647,Cape Nature,,Western Cape Nature Conservation Board,,,HOTT/H-37,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,Landrosskop,-34.043,19.02319444,Nearest Second or better,,,,,Observation,2005/09/20,2005,9,20,,,J. Thanyani,,,NULL,,,,,,,3419AA,0,0,0,,0,Breviceps montanus
2015RL056660,Cape Nature,,Western Cape Nature Conservation Board,,,MBPending-725,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,Hottentots Holland Nature Reserve,-34.04194444,19.03777778,Nearest Second or better,,,,,Specimen,1998/09/23,1998,9,23,,,Burger M.,,,NULL,,,,,,,3419AA,0,0,0,,0,Breviceps montanus
2015RL056664,Cape Nature,,South African Frog Atlas Project,,,SAFAP-9001332.0,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,Hottentots-Holland N.R. (SA107),-34.04194444,19.03777778,Nearest Second or better,,,,,Observation,1998/09/23,1998,9,23,,,Unknown,,,NULL,,,,,,,3419AA,0,0,0,,0,Breviceps montanus
2015RL056704,Cape Nature,,University of Pretoria,,,MJC-552,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,Amanzi: Riviersonderend mountains,-34.03972222,19.46138889,Nearest Second or better,,,,,Audio,1999/07/02,1999,7,2,,,Cunningham M.J.,,,NULL,,,,,,,3419AB,0,0,0,,0,Breviceps montanus
2015RL056705,Cape Nature,,South African Frog Atlas Project,,,SAFAP-99900552.0,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,,-34.03972222,19.46138889,Nearest Second or better,,,,,Audio,1999/07/02,1999,7,2,,,Unknown,,,NULL,,,,,,,3419AB,0,0,0,,0,Breviceps montanus
2015RL056908,Cape Nature,,University of Pretoria,,,MJC-238,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,"~5km along Boegoekloof trail, Hottentots Holland",-34.02944444,19.02055556,Nearest Second or better,,,,,Observation,1998/01/24,1998,1,24,,,Cunningham M.J.,,,NULL,,,,,,,3419AA,0,0,0,,0,Breviceps montanus
2015RL056909,Cape Nature,,South African Frog Atlas Project,,,SAFAP-99900238.0,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,,-34.02944444,19.02055556,Nearest Second or better,,,,,Observation,1998/01/24,1998,1,24,,,Unknown,,,NULL,,,,,,,3419AA,0,0,0,,0,Breviceps montanus
2015RL056992,Cape Nature,,South African Frog Atlas Project,,,SAFAP-9002070.0,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,,-34.02555556,20.70055556,Nearest Second or better,,,,,Audio,0/NULL/,0,NULL,,,,Unknown,,,NULL,,,,,,,3420BA,0,0,0,,0,Breviceps montanus
2015RL057166,Cape Nature,,South African Frog Atlas Project,,,SAFAP-23006507.0,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,,-34.02055556,18.4,Nearest Second or better,,,,,Specimen,1979/06/24,1979,6,24,,,Unknown,,,NULL,,,,,,,3418AB,0,0,0,,0,Breviceps montanus
2015RL057170,Cape Nature,,Western Cape Nature Conservation Board,,,SAM ZR-51781,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,"Vlakkenberg, above Constantia Nek, Cape Peninsula.",-34.02055556,18.4,Nearest Second or better,,,,,Specimen,1979/06/24,1979,6,24,,,A.L. de Villiers,,,NULL,,,,,,,3418AB,0,0,0,,0,Breviceps montanus
2015RL057239,Cape Nature,,Western Cape Nature Conservation Board,,,SAM ZR-50054,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,"From ""School in the Wilds"", near Villiersdorp.",-34.0173,19.2287,Nearest Second or better,,,,,Specimen,1975/07/10,1975,7,10,,,"Palmer, NG",,,NULL,,,,,,,3419AA,0,0,0,,0,Breviceps montanus
2015RL057492,Cape Nature,,Western Cape Nature Conservation Board,,,CFM-1723,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,Kurktrekkersnek,-34.01,18.99972222,Nearest Second or better,,,,,Heard Call,2004/01/25,2004,1,25,,,"Oosthuizen, C., Cunningham M.J., MM",,,AFM3_45,,,,,,,3418BB,0,0,0,,0,Breviceps montanus
2015RL057542,Cape Nature,,Western Cape Nature Conservation Board,,,CFM-1580,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,Die Galg tower,-34.00805556,19.67777778,Nearest Second or better,,,,,Heard Call,2003/11/07,2003,11,7,,,"Tolley K.A., IRR, Cunningham M.J.",,,AFM3_30,,,,,,,3419BA,0,0,0,,0,Breviceps montanus
2015RL057590,Cape Nature,,Western Cape Nature Conservation Board,,,CFM-1190,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,"Jonkershoek, Tweede Waterval",-34.0057,18.993,Nearest Second or better,,,,,Heard Call,2003/10/05,2003,10,5,,,"Henderson C.L., Cunningham M.J.",,,River Dancers Du Toits AFM3.1,,,,,,,3418BB,0,0,0,,0,Breviceps montanus
2015RL057796,Cape Nature,,Western Cape Nature Conservation Board,,,CFM-1713,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,Bergriviernek,-33.99833333,19.01138889,Nearest Second or better,,,,,Audio,2004/01/25,2004,1,25,,,"Oosthuizen, C., Cunningham M.J., MM",,,AFM3_44,,,,,,,3319CC,0,0,0,,0,Breviceps montanus
2015RL057862,Cape Nature,,South African Frog Atlas Project,,,SAFAP-9002072.0,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,,-33.995,20.70472222,Nearest Second or better,,,,,Audio,0/NULL/,0,NULL,,,,Unknown,,,NULL,,,,,,,3320DC,0,0,0,,0,Breviceps montanus
2015RL057883,Cape Nature,,Western Cape Nature Conservation Board,,,JONK1/AMPH/07-1278,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,Swartboskloof trail,-33.99344444,18.95233333,Nearest Second or better,,,,,Audio,2006/07/19,2006,7,19,,,"Micheal   , Jerret ",,,NULL,,,,,,,3318DD,0,0,0,,0,Breviceps montanus
2015RL057894,Cape Nature,,Western Cape Nature Conservation Board,,,SWBK-4,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,Seep above Swartboskloof long-term frog monitoring site.,-33.99275,18.94316667,Nearest Second or better,,,,,Heard Call,2007/05/10,2007,5,10,,,De Villiers A.L. & De Villiers M.E.,,,8 individuals,,,,,,,3318DD,0,0,0,,0,Breviceps montanus
2015RL057897,Cape Nature,,Western Cape Nature Conservation Board,,,CFM-1711,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,"Panorama trail, Jonkershoek",-33.9925,18.99888889,Nearest Second or better,,,,,Heard Call,2004/01/25,2004,1,25,,,"Oosthuizen, C., Cunningham M.J., MM",,,AFM3_44,,,,,,,3318DD,0,0,0,,0,Breviceps montanus
2015RL057922,Cape Nature,,University of Pretoria,,,MJC-838,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,Jonkershoek nr Wit Rivier,-33.99083333,18.98277778,Nearest Second or better,,,,,Audio,2000/01/01,2000,1,1,,,"Cunningham M.J., Henderson C.L.",,,NULL,,,,,,,3318DD,0,0,0,,0,Breviceps montanus
2015RL057923,Cape Nature,,Western Cape Nature Conservation Board,,,CFM-1707,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,"Panorama trail, Jonkershoek",-33.99083333,18.98277778,Nearest Second or better,,,,,Heard Call,2004/01/25,2004,1,25,,,"Oosthuizen, C., Cunningham M.J., MM",,,occasional calls AFM3_44,,,,,,,3318DD,0,0,0,,0,Breviceps montanus
2015RL057924,Cape Nature,,South African Frog Atlas Project,,,SAFAP-99900838.0,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,,-33.99083333,18.98277778,Nearest Second or better,,,,,Audio,0/NULL/,0,NULL,,,,Unknown,,,NULL,,,,,,,3318DD,0,0,0,,0,Breviceps montanus
2015RL057937,Cape Nature,,Western Cape Nature Conservation Board,,,SAM ZR-50045,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,"Kirstenbosch National Botanic Gardens, Cape Town",-33.875,18.375,Urban Centroid,,,,,Specimen,1977/12/01,1977,12,1,,,"van Jaarsveld, EJ",,,NULL,,,,-33.9905;18.4267,,,3318CD,1,0,0,,0,Breviceps montanus
2015RL058183,Cape Nature,,South African Frog Atlas Project,,,SAFAP-9001324.0,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,Hottentots-Holland N.R. (SA107),-33.98138889,19.0375,Nearest Second or better,,,,,Heard Call,1998/09/23,1998,9,23,,,Unknown,,,NULL,,,,,,,3319CC,0,0,0,,0,Breviceps montanus
2015RL058188,Cape Nature,,Western Cape Nature Conservation Board,,,MBPending-717,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,"Hottentots Holland Nature Reserve, near Landroskop Hut",-33.98138889,19.0375,Nearest Second or better,,,,,Specimen,1998/09/23,1998,9,23,,,Burger M.,,,NULL,,,,,,,3319CC,0,0,0,,0,Breviceps montanus
2015RL058236,Cape Nature,,University of Pretoria,,,MJC-1382,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,Top of Skeleton Gorge,-33.97916667,18.41638889,Nearest Second or better,,,,,Heard Call,2002/04/30,2002,4,30,,,"Cunningham M.J., Henderson C.L.",,,inaudible on tape,,,,,,,3318CD,0,0,0,,0,Breviceps montanus
2015RL058237,Cape Nature,,Western Cape Nature Conservation Board,,,CFM-426,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,Skeleton Gorge,-33.97916667,18.41638889,Nearest Second or better,,,,,Heard Call,2002/04/30,2002,4,30,,,"Henderson C.L., Cunningham M.J.",,,AFM1_Y25,,,,,,,3318CD,0,0,0,,0,Breviceps montanus
2015RL058238,Cape Nature,,South African Frog Atlas Project,,,SAFAP-99901382.0,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,,-33.97916667,18.41638889,Nearest Second or better,,,,,Heard Call,2002/04/30,2002,4,30,,,Unknown,,,NULL,,,,,,,3318CD,0,0,0,,0,Breviceps montanus
2015RL058358,Cape Nature,,University of Pretoria,,,MJC-898,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,"Jonkershoek, above kleinplaasdam",-33.97583333,18.94111111,Nearest Second or better,,,,,Audio,2001/09/02,2001,9,2,,,Cunningham M.J.,,,NULL,,,,,,,3318DD,0,0,0,,0,Breviceps montanus
2015RL058359,Cape Nature,,South African Frog Atlas Project,,,SAFAP-99900898.0,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,,-33.97583333,18.94111111,Nearest Second or better,,,,,Audio,2001/09/02,2001,9,2,,,Unknown,,,NULL,,,,,,,3318DD,0,0,0,,0,Breviceps montanus
2015RL058370,Cape Nature,,University of Pretoria,,,MJC-205,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,300m SE Kleinplaasdam Jonkershoek,-33.975,18.94111111,Nearest Second or better,,,,,Observation,1998/07/25,1998,7,25,,,"Cunningham M.J., Henderson C.L.",,,NULL,,,,,,,3318DD,0,0,0,,0,Breviceps montanus
2015RL058371,Cape Nature,,South African Frog Atlas Project,,,SAFAP-99900205.0,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,,-33.975,18.94111111,Nearest Second or better,,,,,Observation,1998/07/25,1998,7,25,,,Unknown,,,NULL,,,,,,,3318DD,0,0,0,,0,Breviceps montanus
2015RL058378,Cape Nature,,Western Cape Nature Conservation Board,,,CFM-1052,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,Stellenboschberg,-33.97472222,18.90083333,Nearest Second or better,,,,,Audio,2001/09/01,2001,9,1,,,Cunningham M.J.,,,MC2000,,,,,,,3318DD,0,0,0,,0,Breviceps montanus
2015RL058410,Cape Nature,,Western Cape Nature Conservation Board,,,CFM-1566,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,W Jonaskop,-33.97277778,19.49333333,Nearest Second or better,,,,,Heard Call,2003/11/06,2003,11,6,,,"Henderson C.L., Cunningham M.J., PB",,,calling below here in morning AFM3_29,,,,,,,3319CD,0,0,0,,0,Breviceps montanus
2015RL058413,Cape Nature,,Western Cape Nature Conservation Board,,,CFM-1535,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,Jonaskop,-33.97222222,19.50638889,Nearest Second or better,,,,,Heard Call,2003/11/05,2003,11,5,,,"Turner A.A., Henderson C.L., Tolley K.A., Cunningham M.J.",,,many 50m downslope AFM3_26,,,,,,,3319DC,0,0,0,,0,Breviceps montanus
2015RL058432,Cape Nature,,University Stellenbosch,,,USEC/H-3628,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,Tafelberg (naby Duiwelspiek),-33.9709,18.4068,Nearest Second or better,,,,,Specimen,1959/01/03,1959,1,3,,,JD Visser,,,=JE 847,,,,,,,3318CD,0,0,0,,0,Breviceps montanus
2015RL058433,Cape Nature,,University Stellenbosch,,,USEC/H-3629,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,Tafelberg,-33.9709,18.4068,Nearest Second or better,,,,,Specimen,1959/01/03,1959,1,3,,,JD Visser,,,=JE 848,,,,,,,3318CD,0,0,0,,0,Breviceps montanus
2015RL058437,Cape Nature,,Western Cape Nature Conservation Board,,,CFM-1540,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,Jonaskop,-33.97083333,19.50527778,Nearest Second or better,,,,,Tissue sample,2003/11/05,2003,11,5,,,"Turner A.A., Henderson C.L., Tolley K.A., Cunningham M.J.",,,AFM3_26,,,,,,,3319DC,0,0,0,,0,Breviceps montanus
2015RL058445,Cape Nature,,Western Cape Nature Conservation Board,,,CFM-1532,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,Jonaskop,-33.97055556,19.50666667,Nearest Second or better,,,,,Heard Call,2003/11/05,2003,11,5,,,"Turner A.A., Henderson C.L., Tolley K.A., Cunningham M.J.",,,AFM3_26,,,,,,,3319DC,0,0,0,,0,Breviceps montanus
2015RL058449,Cape Nature,,Western Cape Nature Conservation Board,,,None-997,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,Assegaaibosch Nature Reserve,-33.875,18.875,Reserve Centroid,,,,,Observation,0/NULL/,0,NULL,,,,A. L. de Villiers,,,NULL,,,,-33.97;18.92,,,3318DD,1,0,0,,0,Breviceps montanus
2015RL058460,Cape Nature,,Western Cape Nature Conservation Board,,,None-558,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,"Hottentot Holland Nature Reserve (Theewaters), Rusland",-33.875,19.125,Reserve Centroid,,,,,Observation,0/NULL/,0,NULL,,,,NULL,,,NULL,,,,-33.97;19.15,,,3319CC,1,0,0,,0,Breviceps montanus
2015RL058488,Cape Nature,,Western Cape Nature Conservation Board,,,CFM-1542,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,Jonaskop,-33.96861111,19.50638889,Nearest Second or better,,,,,Heard Call,2003/11/05,2003,11,5,,,"Turner A.A., Henderson C.L., Tolley K.A., Cunningham M.J.",,,AFM3_27,,,,,,,3319DC,0,0,0,,0,Breviceps montanus
