date,vernacularname,day,month,year,decimallatitude,decimallongitude,province,country,protectedarea,roadsurface,scientificname,incidenttype,habitatgcategory
27/11/15,striped polecat,27,11,2015,-29.53063,24.90738,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
13/01/15,striped polecat,13,1,2015,NA,NA,Not given,South Africa,No,Paved,Ictonyx striatus,Road Collision,Not given
13/01/15,striped polecat,13,1,2015,NA,NA,Not given,South Africa,No,Paved,Ictonyx striatus,Road Collision,Not given
13/01/15,striped polecat,13,1,2015,NA,NA,Not given,South Africa,No,Paved,Ictonyx striatus,Road Collision,Not given
19/03/15,striped polecat,19,3,2015,NA,NA,Not given,South Africa,No,Paved,Ictonyx striatus,Road Collision,Not given
15/03/15,striped polecat,15,3,2015,NA,NA,Not given,South Africa,No,Paved,Ictonyx striatus,Road Collision,Not given
16/03/15,striped polecat,16,3,2015,NA,NA,Not given,South Africa,No,Paved,Ictonyx striatus,Road Collision,Not given
16/03/15,striped polecat,16,3,2015,NA,NA,Not given,South Africa,No,Paved,Ictonyx striatus,Road Collision,Not given
09/02/15,striped polecat,9,2,2015,NA,NA,Not given,South Africa,No,Paved,Ictonyx striatus,Road Collision,Not given
09/02/15,striped polecat,9,2,2015,NA,NA,Not given,South Africa,No,Unpaved,Ictonyx striatus,Road Collision,Not given
10/02/15,striped polecat,10,2,2015,NA,NA,Not given,South Africa,No,Paved,Ictonyx striatus,Road Collision,Not given
10/02/15,striped polecat,10,2,2015,NA,NA,Not given,South Africa,No,Paved,Ictonyx striatus,Road Collision,Not given
10/02/15,striped polecat,10,2,2015,NA,NA,Not given,South Africa,No,Paved,Ictonyx striatus,Road Collision,Not given
09/07/15,striped polecat,9,7,2015,-29.06428167,24.526535,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
06/08/15,striped polecat,6,8,2015,-29.04067333,24.62312167,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
17/08/15,striped polecat,17,8,2015,-28.99769833,23.760375,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
21/08/15,striped polecat,21,8,2015,-29.13325167,25.54784667,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
21/08/15,striped polecat,21,8,2015,-29.15318333,25.71519,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
23/08/15,striped polecat,23,8,2015,-29.16237333,25.788335,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
23/08/15,striped polecat,23,8,2015,-29.630075,24.85773167,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
28/08/15,striped polecat,28,8,2015,-30.24406667,24.11178,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
28/08/15,striped polecat,28,8,2015,-30.49637833,24.08936667,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
30/08/15,striped polecat,30,8,2015,-29.11389833,25.34575333,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
30/08/15,striped polecat,30,8,2015,-28.88665333,26.48808167,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
30/08/15,striped polecat,30,8,2015,-28.86836667,26.52785833,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
30/08/15,striped polecat,30,8,2015,-28.80481667,26.682545,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
30/08/15,striped polecat,30,8,2015,-28.78115,26.71200167,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
30/08/15,striped polecat,30,8,2015,-28.71556833,26.77666833,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
30/08/15,striped polecat,30,8,2015,-27.81209667,27.218385,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
31/08/15,striped polecat,31,8,2015,-27.47307833,27.34193667,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
31/08/15,striped polecat,31,8,2015,-26.97495833,27.581095,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
31/08/15,striped polecat,31,8,2015,-26.60085833,27.78566,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
05/09/15,striped polecat,5,9,2015,-28.63322167,26.90146,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
05/09/15,striped polecat,5,9,2015,-29.80599,24.71836333,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
05/10/15,striped polecat,5,10,2015,-29.84416,24.15325,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
05/10/15,striped polecat,5,10,2015,-29.56308333,24.15784167,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
05/10/15,striped polecat,5,10,2015,-29.560935,24.16176667,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
05/10/15,striped polecat,5,10,2015,-29.50507667,24.26449833,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
16/10/15,striped polecat,16,10,2015,-28.87776333,24.68504,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
22/11/15,striped polecat,22,11,2015,-22.77279,17.13269,Not given,Namibia,No,Unpaved,Ictonyx striatus,Road Collision,Not given
21/09/15,striped polecat,21,9,2015,-22.50973,17.0757,Not given,Namibia,No,Unpaved,Ictonyx striatus,Road Collision,Not given
03/11/15,striped polecat,3,11,2015,-24.27341,17.44608,Not given,Namibia,No,Unpaved,Ictonyx striatus,Road Collision,Not given
07/01/15,suricate,7,1,2015,NA,NA,Western Cape,South Africa,No,Paved,Suricata suricatta,Road Collision,Not given
15/01/15,suricate,15,1,2015,-33.54051667,21.79759167,Western Cape,South Africa,No,Paved,Suricata suricatta,Road Collision,Not given
20/01/15,suricate,20,1,2015,-33.539525,21.79054167,Western Cape,South Africa,No,Paved,Suricata suricatta,Road Collision,Not given
26/01/15,suricate,26,1,2015,-33.55323056,21.85241944,Western Cape,South Africa,No,Paved,Suricata suricatta,Road Collision,Not given
26/01/15,suricate,26,1,2015,NA,NA,Western Cape,South Africa,No,Paved,Suricata suricatta,Road Collision,Not given
02/02/15,suricate,2,2,2015,NA,NA,Western Cape,South Africa,No,Paved,Suricata suricatta,Road Collision,Not given
25/08/15,suricate,25,8,2015,-27.24713889,29.71513889,Mpumalanga,South Africa,No,Unpaved,Suricata suricatta,Road Collision,Not given
25/08/15,suricate,25,8,2015,-28.11352778,29.27805556,Free State,South Africa,No,Unpaved,Suricata suricatta,Road Collision,Not given
05/01/15,suricate,5,1,2015,-29.0532,24.6218,Northern Cape,South Africa,No,Not recorded,Suricata suricatta,Road Collision,Not given
31/01/15,suricate,31,1,2015,-29.3144,24.5671,Free State,South Africa,No,Not recorded,Suricata suricatta,Road Collision,Not given
04/02/15,suricate,4,2,2015,-32.67534706,26.63082115,Eastern Cape,South Africa,No,Not recorded,Suricata suricatta,Road Collision,Not given
16/02/15,suricate,16,2,2015,-27.3549,23.7596,Northern Cape,South Africa,No,Not recorded,Suricata suricatta,Road Collision,Not given
16/02/15,suricate,16,2,2015,-28.4226,21.3165,Northern Cape,South Africa,No,Not recorded,Suricata suricatta,Road Collision,Not given
19/02/15,suricate,19,2,2015,-28.7996,21.5999,Northern Cape,South Africa,No,Not recorded,Suricata suricatta,Road Collision,Not given
03/03/15,suricate,3,3,2015,-30.18796427,24.61876345,Northern Cape,South Africa,No,Not recorded,Suricata suricatta,Road Collision,Not given
03/03/15,suricate,3,3,2015,-29.5421,23.1311,Northern Cape,South Africa,No,Not recorded,Suricata suricatta,Road Collision,Not given
19/03/15,suricate,19,3,2015,-32.5087,24.845,Eastern Cape,South Africa,No,Not recorded,Suricata suricatta,Road Collision,Not given
23/03/15,suricate,23,3,2015,-29.2312,25.2351,Free State,South Africa,No,Not recorded,Suricata suricatta,Road Collision,Not given
23/03/15,suricate,23,3,2015,-29.2238,24.8981,Free State,South Africa,No,Not recorded,Suricata suricatta,Road Collision,Not given
23/03/15,suricate,23,3,2015,-29.2215,24.895,Free State,South Africa,No,Not recorded,Suricata suricatta,Road Collision,Not given
04/05/15,suricate,4,5,2015,-29.1149,23.6823,Northern Cape,South Africa,No,Not recorded,Suricata suricatta,Road Collision,Not given
06/07/15,suricate,6,7,2015,NA,NA,Not given,South Africa,No,Not recorded,Suricata suricatta,Road Collision,Not given
08/09/15,suricate,8,9,2015,-28.9183,23.1293,Northern Cape,South Africa,No,Not recorded,Suricata suricatta,Road Collision,Not given
15/09/15,suricate,15,9,2015,-29.5821,24.1218,Northern Cape,South Africa,No,Not recorded,Suricata suricatta,Road Collision,Not given
09/09/15,suricate,9,9,2015,-26.37926,30.09387,Mpumalanga,South Africa,No,Paved,Suricata suricatta,Road Collision,Open area
07/10/15,suricate,7,10,2015,-26.96198,29.15696,Mpumalanga,South Africa,No,Paved,Suricata suricatta,Road Collision,Open area
06/11/15,suricate,6,11,2015,-27.29686111,28.47836111,Free State,South Africa,No,Paved,Suricata suricatta,Road Collision,Not given
09/11/15,suricate,9,11,2015,-28.9296,24.6701,Northern Cape,South Africa,No,Not recorded,Suricata suricatta,Road Collision,Not given
12/11/15,suricate,12,11,2015,-28.8541,24.6977,Northern Cape,South Africa,No,Not recorded,Suricata suricatta,Road Collision,Not given
13/11/15,suricate,13,11,2015,-28.7894,24.7223,Northern Cape,South Africa,No,Not recorded,Suricata suricatta,Road Collision,Not given
18/11/15,suricate,18,11,2015,-28.4207,21.3199,Northern Cape,South Africa,No,Not recorded,Suricata suricatta,Road Collision,Not given
28/12/15,suricate,28,12,2015,-28.9836,24.6507,Northern Cape,South Africa,No,Not recorded,Suricata suricatta,Road Collision,Not given
02/11/15,suricate,2,11,2015,-26.33653,30.13091,Mpumalanga,South Africa,No,Paved,Suricata suricatta,Road Collision,Open area
10/12/15,suricate,10,12,2015,-26.57587,29.90422,Mpumalanga,South Africa,No,Paved,Suricata suricatta,Road Collision,Open area
02/11/15,suricate,2,11,2015,-26.33653,30.13091,Mpumalanga,South Africa,No,Paved,Suricata suricatta,Road Collision,Not given
02/11/15,suricate,2,11,2015,-26.5039,25.7839,Not given,South Africa,No,Paved,Suricata suricatta,Road Collision,Not given
11/11/15,suricate,11,11,2015,-26.3942,25.6917,Not given,South Africa,No,Paved,Suricata suricatta,Road Collision,Not given
24/11/15,suricate,24,11,2015,-26.3504,25.6278,Not given,South Africa,No,Paved,Suricata suricatta,Road Collision,Not given
26/11/15,suricate,26,11,2015,-25.7578,25.9773,Not given,South Africa,No,Paved,Suricata suricatta,Road Collision,Not given
30/11/15,suricate,30,11,2015,-26.2437,25.5859,Not given,South Africa,No,Paved,Suricata suricatta,Road Collision,Not given
01/12/15,suricate,1,12,2015,-26.5369,25.7958,Not given,South Africa,No,Paved,Suricata suricatta,Road Collision,Not given
10/12/15,suricate,10,12,2015,-26.5879,25.6301,Not given,South Africa,No,Paved,Suricata suricatta,Road Collision,Not given
14/12/15,suricate,14,12,2015,-27.129845,28.683382,Limpopo,South Africa,No,Paved,Suricata suricatta,Road Collision,Not given
18/09/15,suricate,18,9,2015,-29.510935,24.252082,Not given,South Africa,No,Not recorded,Suricata suricatta,Road Collision,Not given
23/08/15,suricate,23,8,2015,-29.29056167,25.12161,Not given,South Africa,No,Not recorded,Suricata suricatta,Road Collision,Not given
18/09/15,suricate,18,9,2015,-29.510935,24.25208167,Not given,South Africa,No,Not recorded,Suricata suricatta,Road Collision,Not given
17/08/15,suricate,17,8,2015,-31.51388828,18.23577776,Western Cape,South Africa,No,Unpaved,Suricata suricatta,Road Collision,Not given
01/04/15,unknown fox,1,4,2015,-33.66611944,18.57415833,Western Cape,South Africa,No,Paved,Carnivora,Road Collision,Not given
02/01/15,unknown genet,2,1,2015,-34.253864,20.246025,Western Cape,South Africa,No,Paved,Genetta,Road Collision,Not given
13/01/15,unknown genet,13,1,2015,-33.53446389,21.76951389,Western Cape,South Africa,No,Paved,Genetta,Road Collision,Not given
20/01/15,unknown genet,20,1,2015,-24.38944167,18.26809444,Not given,Namibia,No,Paved,Genetta,Road Collision,Not given
01/03/15,unknown genet,1,3,2015,-34.26574444,21.38842778,Western Cape,South Africa,No,Paved,Genetta,Road Collision,Not given
08/05/15,unknown genet,8,5,2015,-33.53149444,21.75821944,Eastern Cape,South Africa,No,Paved,Genetta,Road Collision,Not given
20/01/15,unknown genet,20,1,2015,-24.8979,28.3799,Limpopo,South Africa,No,Not recorded,Genetta,Road Collision,Not given
27/07/15,unknown genet,27,7,2015,-26.5931,27.2407,Gauteng,South Africa,No,Not recorded,Genetta,Road Collision,Not given
08/08/15,unknown genet,8,8,2015,-21.95701051,16.89626958,Otjozondjupa,Namibia,No,Not recorded,Genetta,Road Collision,Not given
13/10/15,unknown genet,13,10,2015,NA,NA,Not given,South Africa,No,Not recorded,Genetta,Road Collision,Not given
20/10/15,unknown genet,20,10,2015,-33.428467,25.800817,Eastern Cape,South Africa,Yes,Not recorded,Genetta,Road Collision,Not given
15/03/15,unknown genet,15,3,2015,NA,NA,Not given,South Africa,No,Paved,Genetta,Road Collision,Not given
16/03/15,unknown genet,16,3,2015,NA,NA,Not given,South Africa,No,Paved,Genetta,Road Collision,Not given
14/11/15,unknown genet,14,11,2015,-33.114528,18.130092,Western Cape,South Africa,Yes,Paved,Genetta,Road Collision,Not given
12/04/15,unknown hyena,12,4,2015,-28.34073889,27.06584722,Free State,South Africa,No,Paved,Hyaenidae,Road Collision,Not given
02/01/15,unknown mongoose,2,1,2015,-34.253864,20.246025,Western Cape,South Africa,No,Paved,Herpestidae,Road Collision,Not given
02/01/15,unknown mongoose,2,1,2015,-34.253864,20.246025,Western Cape,South Africa,No,Paved,Herpestidae,Road Collision,Not given
02/01/15,unknown mongoose,2,1,2015,-34.34881667,19.64742778,Western Cape,South Africa,No,Paved,Herpestidae,Road Collision,Not given
14/01/15,unknown mongoose,14,1,2015,NA,NA,Western Cape,South Africa,No,Paved,Herpestidae,Road Collision,Not given
27/01/15,unknown mongoose,27,1,2015,NA,NA,Western Cape,South Africa,No,Paved,Herpestidae,Road Collision,Not given
02/02/15,unknown mongoose,2,2,2015,-27.7728,27.32176389,Limpopo,South Africa,No,Paved,Herpestidae,Road Collision,Not given
08/02/15,unknown mongoose,8,2,2015,NA,NA,Western Cape,South Africa,No,Paved,Herpestidae,Road Collision,Not given
18/02/15,unknown mongoose,18,2,2015,NA,NA,Western Cape,South Africa,No,Paved,Herpestidae,Road Collision,Not given
26/02/15,unknown mongoose,26,2,2015,NA,NA,Western Cape,South Africa,No,Paved,Herpestidae,Road Collision,Not given
12/03/15,unknown mongoose,12,3,2015,-33.55651667,21.88514167,Western Cape,South Africa,No,Paved,Herpestidae,Road Collision,Not given
17/02/15,unknown mongoose,17,2,2015,-28.5605,21.1984,Northern Cape,South Africa,No,Not recorded,Herpestidae,Road Collision,Not given
17/02/15,unknown mongoose,17,2,2015,-28.5594,21.199,Northern Cape,South Africa,No,Not recorded,Herpestidae,Road Collision,Not given
13/05/15,unknown mongoose,13,5,2015,-26.5085,27.812,Gauteng,South Africa,No,Not recorded,Herpestidae,Road Collision,Not given
26/07/15,unknown mongoose,26,7,2015,-19.92222946,17.1068851,Otjozondjupa,Namibia,No,Not recorded,Herpestidae,Road Collision,Not given
11/10/15,unknown mongoose,11,10,2015,-26.859561,28.485291,Mpumalanga,South Africa,No,Paved,Herpestidae,Road Collision,Not given
29/11/15,unknown mongoose,29,11,2015,-23.19269136,17.09114711,Hardap Region,Namibia,No,Not recorded,Herpestidae,Road Collision,Not given
26/09/15,unknown mongoose,26,9,2015,-27.360862,28.788972,Limpopo,South Africa,No,Paved,Herpestidae,Road Collision,Not given
12/01/15,water mongoose,12,1,2015,-33.73263333,18.54501667,Western Cape,South Africa,No,Paved,Atilax paludinosus,Road Collision,Not given
28/01/15,water mongoose,28,1,2015,-28.5383,24.7768,Northern Cape,South Africa,No,Not recorded,Atilax paludinosus,Road Collision,Not given
29/10/15,water mongoose,29,10,2015,-26.084457,27.990737,Gauteng,South Africa,No,Paved,Atilax paludinosus,Road Collision,Not given
14/06/15,white-tailed mongoose,14,6,2015,-27.993809,28.984379,Free State,South Africa,No,Paved,Ichneumia albicauda,Road Collision,Not given
16/01/15,yellow mongoose,16,1,2015,-24.37428611,18.31381111,Not given,Namibia,No,Paved,Cynictis penicillata,Road Collision,Not given
08/02/15,yellow mongoose,8,2,2015,-30.380334,24.096039,Northern Cape,South Africa,No,Unpaved,Cynictis penicillata,Road Collision,Not given
09/02/15,yellow mongoose,9,2,2015,-31.14087778,24.74099722,Northern Cape,South Africa,No,Unpaved,Cynictis penicillata,Road Collision,Not given
10/02/15,yellow mongoose,10,2,2015,-29.88553056,24.36215278,Northern Cape,South Africa,No,Paved,Cynictis penicillata,Road Collision,Not given
10/02/15,yellow mongoose,10,2,2015,NA,NA,Northern Cape,South Africa,No,Paved,Cynictis penicillata,Road Collision,Not given
10/02/15,yellow mongoose,10,2,2015,-29.57588056,24.88515833,Free State,South Africa,No,Paved,Cynictis penicillata,Road Collision,Not given
14/02/15,yellow mongoose,14,2,2015,-28.55026111,24.77407222,Northern Cape,South Africa,No,Paved,Cynictis penicillata,Road Collision,Not given
22/05/15,yellow mongoose,22,5,2015,-27.55391667,25.838,Free State,South Africa,No,Paved,Cynictis penicillata,Road Collision,Not given
10/06/15,yellow mongoose,10,6,2015,-27.57333333,29.26694444,Free State,South Africa,No,Paved,Cynictis penicillata,Road Collision,Not given
25/05/15,yellow mongoose,25,5,2015,-26.140417,25.6059,North West,South Africa,No,Paved,Cynictis penicillata,Road Collision,Not given
25/05/15,yellow mongoose,25,5,2015,-26.129317,25.6084667,North West,South Africa,No,Paved,Cynictis penicillata,Road Collision,Not given
09/04/15,yellow mongoose,9,4,2015,-29.885745,24.33004,Northern Cape,South Africa,No,Paved,Cynictis penicillata,Road Collision,Not given
12/04/15,yellow mongoose,12,4,2015,-30.25699333,24.30242333,Northern Cape,South Africa,No,Unpaved,Cynictis penicillata,Road Collision,Not given
12/04/15,yellow mongoose,12,4,2015,-30.23148667,24.27806667,Northern Cape,South Africa,No,Unpaved,Cynictis penicillata,Road Collision,Not given
18/05/15,yellow mongoose,18,5,2015,-29.281595,24.47348833,Northern Cape,South Africa,No,Paved,Cynictis penicillata,Road Collision,Not given
20/05/15,yellow mongoose,20,5,2015,-29.04977667,24.58306167,Northern Cape,South Africa,No,Unpaved,Cynictis penicillata,Road Collision,Not given
22/05/15,yellow mongoose,22,5,2015,-29.2277,24.51614667,Northern Cape,South Africa,No,Paved,Cynictis penicillata,Road Collision,Not given
11/06/15,yellow mongoose,11,6,2015,-29.512676,23.170578,Northern Cape,South Africa,No,Paved,Cynictis penicillata,Road Collision,Not given
11/06/15,yellow mongoose,11,6,2015,-29.298373,23.706281,Northern Cape,South Africa,No,Unpaved,Cynictis penicillata,Road Collision,Not given
25/08/15,yellow mongoose,25,8,2015,-28.05661111,29.20111111,Free State,South Africa,No,Unpaved,Cynictis penicillata,Road Collision,Not given
26/08/15,yellow mongoose,26,8,2015,-27.89513889,29.31541667,Free State,South Africa,No,Paved,Cynictis penicillata,Road Collision,Not given
26/08/15,yellow mongoose,26,8,2015,-27.63538889,29.81772222,KwaZulu-Natal,South Africa,No,Paved,Cynictis penicillata,Road Collision,Not given
06/01/15,yellow mongoose,6,1,2015,-28.679,24.7777,Northern Cape,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
15/01/15,yellow mongoose,15,1,2015,-29.485525,24.48121167,Free State,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
18/01/15,yellow mongoose,18,1,2015,-27.4445,25.7818,North West,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
31/01/15,yellow mongoose,31,1,2015,-29.1677,24.5582,Northern Cape,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
31/01/15,yellow mongoose,31,1,2015,-29.441,24.53,Free State,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
05/02/15,yellow mongoose,5,2,2015,-28.7766,24.6443,Northern Cape,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
05/02/15,yellow mongoose,5,2,2015,-28.6774,24.7775,Northern Cape,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
20/02/15,yellow mongoose,20,2,2015,-28.9725,24.6541,Northern Cape,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
20/02/15,yellow mongoose,20,2,2015,-26.6474,25.5249,North West,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
02/03/15,yellow mongoose,2,3,2015,-29.2009,24.5358,Northern Cape,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
02/03/15,yellow mongoose,2,3,2015,-29.6771,22.9289,Northern Cape,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
06/03/15,yellow mongoose,6,3,2015,-27.0271,26.1467,North West,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
07/03/15,yellow mongoose,7,3,2015,-26.7567,26.9964,North West,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
08/03/15,yellow mongoose,8,3,2015,-26.24461538,25.94270591,North West,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
11/03/15,yellow mongoose,11,3,2015,NA,NA,Not given,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
18/03/15,yellow mongoose,18,3,2015,-29.1352,25.3835,Free State,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
19/03/15,yellow mongoose,19,3,2015,-30.9399,24.2879,Northern Cape,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
04/05/15,yellow mongoose,4,5,2015,-29.5801,24.1365,Northern Cape,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
05/05/15,yellow mongoose,5,5,2015,-30.2915,23.5936,Northern Cape,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
13/05/15,yellow mongoose,13,5,2015,-25.90478333,29.92787333,Mpumalanga,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
05/07/15,yellow mongoose,5,7,2015,-28.32201,25.23878,Free State,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
08/07/15,yellow mongoose,8,7,2015,-29.4739,24.2836,Northern Cape,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
19/07/15,yellow mongoose,19,7,2015,-26.02170055,28.01369516,Gauteng,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
26/07/15,yellow mongoose,26,7,2015,-21.94665927,16.89827101,Otjozondjupa,Namibia,No,Not recorded,Cynictis penicillata,Road Collision,Not given
27/07/15,yellow mongoose,27,7,2015,-29.3068,24.6031,Free State,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
30/07/15,yellow mongoose,30,7,2015,-28.514335,28.51253333,Free State,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
01/08/15,yellow mongoose,1,8,2015,-29.1137,24.6996,Free State,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
01/08/15,yellow mongoose,1,8,2015,-29.1134,24.6984,Free State,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
01/08/15,yellow mongoose,1,8,2015,-29.1132,24.6975,Free State,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
17/08/15,yellow mongoose,17,8,2015,-34.2732,20.4734,Western Cape,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
05/09/15,yellow mongoose,5,9,2015,-28.7904,24.784300000000002,Northern Cape,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
07/09/15,yellow mongoose,7,9,2015,-28.0327,22.6527,Northern Cape,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
10/09/15,yellow mongoose,10,9,2015,-29.0288,24.6403,Northern Cape,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
18/09/15,yellow mongoose,18,9,2015,-29.43,22.2423,Northern Cape,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
18/09/15,yellow mongoose,18,9,2015,-29.67,22.945,Northern Cape,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
28/09/15,yellow mongoose,28,9,2015,-29.0117,24.6561,Northern Cape,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
10/10/15,yellow mongoose,10,10,2015,-25.94825998,27.80534663,Gauteng,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
12/10/15,yellow mongoose,12,10,2015,-27.1134,25.7624,North West,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
27/10/15,yellow mongoose,27,10,2015,-29.5809,24.1238,Northern Cape,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
12/08/15,yellow mongoose,12,8,2015,-26.546036,29.899614,Mpumalanga,South Africa,No,Unpaved,Cynictis penicillata,Road Collision,Open area
12/08/15,yellow mongoose,12,8,2015,-26.546055,29.900472,Mpumalanga,South Africa,No,Unpaved,Cynictis penicillata,Road Collision,Open area
28/08/15,yellow mongoose,28,8,2015,-26.1986,29.75075,Mpumalanga,South Africa,No,Paved,Cynictis penicillata,Road Collision,Open area
31/08/15,yellow mongoose,31,8,2015,-26.30083,30.17839,Mpumalanga,South Africa,No,Paved,Cynictis penicillata,Road Collision,Open area
20/10/15,yellow mongoose,20,10,2015,-33.441033,25.740867,Eastern Cape,South Africa,Yes,Not recorded,Cynictis penicillata,Road Collision,Not given
07/10/15,yellow mongoose,7,10,2015,-26.65093,29.78695,Mpumalanga,South Africa,No,Paved,Cynictis penicillata,Road Collision,Open area
01/12/15,yellow mongoose,1,12,2015,-28.7688,24.7517,Northern Cape,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
03/12/15,yellow mongoose,3,12,2015,-29.1308,25.5218,Free State,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
03/12/15,yellow mongoose,3,12,2015,-29.1437,26.0901,Free State,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
08/12/15,yellow mongoose,8,12,2015,-28.832,24.7054,Northern Cape,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
15/12/15,yellow mongoose,15,12,2015,-29.163,24.561,Northern Cape,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
15/12/15,yellow mongoose,15,12,2015,-31.6138,23.0916,Northern Cape,South Africa,No,Not recorded,Cynictis penicillata,Road Collision,Not given
02/11/15,yellow mongoose,2,11,2015,-26.40069,30.06411,Mpumalanga,South Africa,No,Paved,Cynictis penicillata,Road Collision,Open area
02/11/15,yellow mongoose,2,11,2015,-26.40069,30.06411,Mpumalanga,South Africa,No,Paved,Cynictis penicillata,Road Collision,Open area
02/11/15,yellow mongoose,2,11,2015,-26.38616,30.08168,Mpumalanga,South Africa,No,Paved,Cynictis penicillata,Road Collision,Open area
02/11/15,yellow mongoose,2,11,2015,-26.25371,30.1998,Mpumalanga,South Africa,No,Paved,Cynictis penicillata,Road Collision,Open area
02/11/15,yellow mongoose,2,11,2015,-26.40069,30.06411,Mpumalanga,South Africa,No,Paved,Cynictis penicillata,Road Collision,Not given
02/11/15,yellow mongoose,2,11,2015,-26.40069,30.06411,Mpumalanga,South Africa,No,Paved,Cynictis penicillata,Road Collision,Not given
02/11/15,yellow mongoose,2,11,2015,-26.38616,30.08168,Mpumalanga,South Africa,No,Paved,Cynictis penicillata,Road Collision,Not given
02/11/15,yellow mongoose,2,11,2015,-26.25371,30.1998,Mpumalanga,South Africa,No,Paved,Cynictis penicillata,Road Collision,Not given
