date,vernacularname,day,month,year,decimallatitude,decimallongitude,province,country,protectedarea,roadsurface,scientificname,incidenttype,habitatgcategory
26/05/12,african civet,26,5,2012,-26.794122,28.452702,KwaZulu-Natal,South Africa,No,Paved,Civettictis civetta,Road Collision,Not given
13/06/12,african civet,13,6,2012,-26.874361,28.503218,KwaZulu-Natal,South Africa,No,Paved,Civettictis civetta,Road Collision,Not given
22/01/12,african wild cat,22,1,2012,-25.16008333,26.14971667,North West,South Africa,No,Paved,Felis lybica,Road Collision,Veld
30/07/12,african wild cat,30,7,2012,-29.14126,27.49557,Not given,South Africa,No,Not recorded,Felis lybica,Road Collision,Not given
30/07/12,african wild cat,30,7,2012,-29.14126,27.49557,Not given,South Africa,No,Not recorded,Felis lybica,Road Collision,Not given
13/04/12,african wild dog,13,4,2012,NA,NA,Limpopo,South Africa,No,Paved,Lycaon pictus,Road Collision,Not given
07/09/12,bat-eared fox,7,9,2012,-26.17221,27.20092,Gauteng,South Africa,No,Unpaved,Otocyon megalotis,Road Collision,Veld
10/12/12,bat-eared fox,10,12,2012,-31.0374,24.5119,Free State,South Africa,No,Paved,Otocyon megalotis,Road Collision,Not given
11/12/12,bat-eared fox,11,12,2012,-29.8733,25.8986,Free State,South Africa,No,Paved,Otocyon megalotis,Road Collision,Not given
18/12/12,bat-eared fox,18,12,2012,-26.16849,27.23822,Gauteng,South Africa,No,Paved,Otocyon megalotis,Road Collision,Agricultural
05/01/12,bat-eared fox,5,1,2012,-25.8897,25.71036667,North West,South Africa,No,Paved,Otocyon megalotis,Road Collision,Grassland
02/07/12,bat-eared fox,2,7,2012,-27.57785,25.55658333,North West,South Africa,No,Paved,Otocyon megalotis,Road Collision,Grassland
01/09/12,bat-eared fox,1,9,2012,-26.53106667,24.89633333,North West,South Africa,No,Paved,Otocyon megalotis,Road Collision,Veld
03/01/12,black-backed jackal,3,1,2012,-27.374731,28.79347,KwaZulu-Natal,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
25/01/12,black-backed jackal,25,1,2012,-27.405957,28.803586,KwaZulu-Natal,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
06/02/12,black-backed jackal,6,2,2012,-27.148605,28.695516,KwaZulu-Natal,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
06/02/12,black-backed jackal,6,2,2012,-27.101686,28.665253,KwaZulu-Natal,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
01/02/12,black-backed jackal,1,2,2012,-27.236876,28.736544,KwaZulu-Natal,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
12/03/12,black-backed jackal,12,3,2012,-26.817336,28.463305,KwaZulu-Natal,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
14/04/12,black-backed jackal,14,4,2012,-26.881774,28.511705,KwaZulu-Natal,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
05/04/12,black-backed jackal,5,4,2012,-26.738866,28.422798,KwaZulu-Natal,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
17/05/12,black-backed jackal,17,5,2012,-26.832313,28.470287,KwaZulu-Natal,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
05/01/12,black-backed jackal,5,1,2012,-26.33285,26.33505,North West,South Africa,Yes,Paved,Canis mesomelas,Road Collision,Agricultural
16/01/12,black-backed jackal,16,1,2012,-24.94705,26.14326667,North West,South Africa,No,Paved,Canis mesomelas,Road Collision,Veld
16/01/12,black-backed jackal,16,1,2012,-25.2029,26.13695,North West,South Africa,Yes,Paved,Canis mesomelas,Road Collision,Not given
10/02/12,black-backed jackal,10,2,2012,-26.28965,26.25791667,North West,South Africa,No,Paved,Canis mesomelas,Road Collision,Alien Invasive
28/02/12,black-backed jackal,28,2,2012,-25.52321667,26.07183333,North West,South Africa,No,Paved,Canis mesomelas,Road Collision,Veld
10/03/12,black-backed jackal,10,3,2012,-25.59311667,26.41966667,North West,South Africa,No,Paved,Canis mesomelas,Road Collision,Grassland
10/03/12,black-backed jackal,10,3,2012,-25.59311667,26.41966667,North West,South Africa,No,Paved,Canis mesomelas,Road Collision,Agricultural
08/06/12,black-backed jackal,8,6,2012,-26.00231667,25.87908333,North West,South Africa,No,Paved,Canis mesomelas,Road Collision,Agricultural
17/06/12,black-backed jackal,17,6,2012,NA,NA,North West,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
11/08/12,black-backed jackal,11,8,2012,-25.74763333,22.91218333,North West,South Africa,No,Paved,Canis mesomelas,Road Collision,Veld
01/09/12,black-backed jackal,1,9,2012,-27.09325,25.10443333,North West,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
30/10/12,black-backed jackal,30,10,2012,-25.32095,23.09051667,North West,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
15/11/12,black-backed jackal,15,11,2012,-25.76588333,23.7064,North West,South Africa,No,Paved,Canis mesomelas,Road Collision,Veld
25/05/12,brown hyena,25,5,2012,-26.659594,15.173496,Karas Region,Namibia,No,Paved,Hyaena brunnea,Road Collision,Not given
17/09/12,brown hyena,17,9,2012,-27.457748,15.411565,Karas Region,Namibia,No,Not recorded,Hyaena brunnea,Road Collision,Not given
13/05/12,cape fox,13,5,2012,-28.199357,29.095134,KwaZulu-Natal,South Africa,No,Paved,Vulpes chama,Road Collision,Not given
01/01/12,cape grey mongoose,1,1,2012,NA,NA,Western Cape,South Africa,No,Not recorded,Galerella pulverulenta,Road Collision,Not given
05/10/12,caracal,5,10,2012,NA,NA,Gauteng,South Africa,No,Paved,Caracal caracal,Road Collision,Not given
14/02/12,caracal,14,2,2012,-25.51326667,26.06165,North West,South Africa,No,Paved,Caracal caracal,Road Collision,Veld
30/01/12,large-spotted genet,30,1,2012,-25.58577778,26.27758333,North West,South Africa,No,Paved,Genetta tigrina,Road Collision,Veld
01/04/12,large-spotted genet,1,4,2012,NA,NA,Western Cape,South Africa,No,Not recorded,Genetta tigrina,Road Collision,Not given
24/09/12,serval,24,9,2012,NA,NA,Gauteng,South Africa,No,Paved,Leptailurus serval,Road Collision,Not given
19/03/12,serval,19,3,2012,-27.795119,28.963025,KwaZulu-Natal,South Africa,No,Paved,Leptailurus serval,Road Collision,Not given
25/04/12,serval,25,4,2012,-28.188110000000002,29.08871,KwaZulu-Natal,South Africa,No,Paved,Leptailurus serval,Road Collision,Not given
18/11/12,serval,18,11,2012,-27.798649,28.96409,KwaZulu-Natal,South Africa,No,Paved,Leptailurus serval,Road Collision,Not given
29/04/12,slender mongoose,29,4,2012,-25.92441667,25.28376667,North West,South Africa,No,Paved,Galerella sanguinea,Road Collision,Veld
15/05/12,small-spotted genet,15,5,2012,NA,NA,North West,South Africa,No,Paved,Genetta genetta,Road Collision,Not given
10/07/12,small-spotted genet,10,7,2012,-26.62435,27.4976,North West,South Africa,No,Paved,Genetta genetta,Road Collision,Not given
20/09/12,small-spotted genet,20,9,2012,-26.4467,26.10716667,North West,South Africa,No,Paved,Genetta genetta,Road Collision,Not given
09/08/12,striped polecat,9,8,2012,-32.39104225,20.00823656,Northern Cape,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
27/04/12,striped polecat,27,4,2012,-26.40048333,25.70935,North West,South Africa,No,Paved,Ictonyx striatus,Road Collision,Grassland
12/08/12,striped polecat,12,8,2012,-26.46006667,24.08193333,North West,South Africa,No,Paved,Ictonyx striatus,Road Collision,Not given
28/07/12,striped polecat,28,7,2012,-26.3377,26.74606667,North West,South Africa,No,Paved,Ictonyx striatus,Road Collision,Grassland
09/08/12,striped polecat,9,8,2012,-32.39104225,20.00823656,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
08/09/12,striped polecat,8,9,2012,-32.39104225,20.00823656,Not given,South Africa,No,Not recorded,Ictonyx striatus,Road Collision,Not given
15/12/12,unknown mongoose,15,12,2012,NA,NA,Western Cape,South Africa,No,Paved,Herpestidae,Road Collision,Not given
01/04/12,water mongoose,1,4,2012,NA,NA,Western Cape,South Africa,No,Not recorded,Atilax paludinosus,Road Collision,Not given
10/12/12,yellow mongoose,10,12,2012,-31.0374,24.5119,Free State,South Africa,No,Paved,Cynictis penicillata,Road Collision,Not given
02/05/12,yellow mongoose,2,5,2012,-26.1131,25.28565,North West,South Africa,No,Paved,Cynictis penicillata,Road Collision,Not given
12/08/12,yellow mongoose,12,8,2012,-26.75436667,24.38895,North West,South Africa,No,Paved,Cynictis penicillata,Road Collision,Agricultural
23/08/12,yellow mongoose,23,8,2012,-27.1772,24.17441667,North West,South Africa,No,Paved,Cynictis penicillata,Road Collision,Veld
10/09/12,yellow mongoose,10,9,2012,-25.83513333,25.61436667,North West,South Africa,No,Paved,Cynictis penicillata,Road Collision,Not given
17/09/12,yellow mongoose,17,9,2012,-27.5676,25.55015,North West,South Africa,No,Paved,Cynictis penicillata,Road Collision,Not given
19/09/12,yellow mongoose,19,9,2012,-27.58695,25.7265,North West,South Africa,No,Paved,Cynictis penicillata,Road Collision,Not given
27/09/12,yellow mongoose,27,9,2012,-27.8892,25.1601,North West,South Africa,No,Paved,Cynictis penicillata,Road Collision,Not given
01/04/13,aardwolf,1,4,2013,-24.2025203,27.9043829,Limpopo,South Africa,No,Paved,Proteles cristata,Road Collision,Not given
08/06/13,aardwolf,8,6,2013,NA,NA,Limpopo,South Africa,No,Not recorded,Proteles cristata,Road Collision,Not given
09/08/13,aardwolf,9,8,2013,-29.83194444,22.61138889,Not given,South Africa,No,Paved,Proteles cristata,Road Collision,Not given
09/09/13,aardwolf,9,9,2013,NA,NA,Western Cape,South Africa,No,Paved,Proteles cristata,Road Collision,Not given
09/12/13,aardwolf,9,12,2013,NA,NA,Western Cape,South Africa,No,Paved,Proteles cristata,Road Collision,Not given
10/11/13,aardwolf,10,11,2013,NA,NA,Western Cape,South Africa,No,Paved,Proteles cristata,Road Collision,Not given
14/10/13,aardwolf,14,10,2013,NA,NA,Western Cape,South Africa,No,Paved,Proteles cristata,Road Collision,Not given
15/05/13,aardwolf,15,5,2013,-27.3885,26.6178,Free State,South Africa,No,Not recorded,Proteles cristata,Road Collision,Not given
17/09/13,aardwolf,17,9,2013,NA,NA,Western Cape,South Africa,No,Paved,Proteles cristata,Road Collision,Not given
17/10/13,aardwolf,17,10,2013,NA,NA,Western Cape,South Africa,No,Paved,Proteles cristata,Road Collision,Not given
22/01/13,aardwolf,22,1,2013,NA,NA,Gauteng,South Africa,No,Paved,Proteles cristata,Road Collision,Not given
26/08/13,aardwolf,26,8,2013,NA,NA,Western Cape,South Africa,No,Paved,Proteles cristata,Road Collision,Not given
28/10/13,aardwolf,28,10,2013,NA,NA,Western Cape,South Africa,No,Paved,Proteles cristata,Road Collision,Not given
18/03/13,aardwolf,18,3,2013,-29.513135,24.24549,Northern Cape,South Africa,No,Paved,Proteles cristata,Road Collision,Not given
07/05/13,aardwolf,7,5,2013,-26.4776,26.28658333,North West,South Africa,No,Paved,Proteles cristata,Road Collision,Not given
18/07/13,aardwolf,18,7,2013,-27.14408333,26.03873333,North West,South Africa,No,Paved,Proteles cristata,Road Collision,Veld
01/04/13,aardwolf,1,4,2013,-24.2025203,27.9043829,Limpopo,South Africa,No,Paved,Proteles cristata,Road Collision,Not given
09/08/13,aardwolf,9,8,2013,-29.83194444,22.61138889,Gauteng,South Africa,No,Paved,Proteles cristata,Road Collision,Not given
01/04/13,aardwolf,1,4,2013,-24.2025203,27.9043829,Not given,South Africa,No,Not recorded,Proteles cristata,Road Collision,Not given
09/08/13,aardwolf,9,8,2013,-29.83194444,22.61138889,Not given,South Africa,No,Not recorded,Proteles cristata,Road Collision,Not given
04/01/13,aardwolf,4,1,2013,-24.2025203,27.9043829,Not given,South Africa,No,Not recorded,Proteles cristata,Road Collision,Not given
08/09/13,aardwolf,8,9,2013,-29.83194444,22.61138889,Not given,South Africa,No,Not recorded,Proteles cristata,Road Collision,Not given
11/09/13,african civet,11,9,2013,-23.4867,28.5934,Limpopo,South Africa,No,Not recorded,Civettictis civetta,Road Collision,Not given
12/11/13,african civet,12,11,2013,-24.372,28.1035,Gauteng,South Africa,No,Not recorded,Civettictis civetta,Road Collision,Not given
17/05/13,african civet,17,5,2013,-24.23916,30.57517,Mpumalanga,South Africa,No,Paved,Civettictis civetta,Road Collision,Not given
22/06/13,african civet,22,6,2013,-24.5399,27.4802,Limpopo,South Africa,No,Paved,Civettictis civetta,Road Collision,Not given
22/06/13,african civet,22,6,2013,-23.9092,27.9313,Limpopo,South Africa,No,Paved,Civettictis civetta,Road Collision,Not given
24/10/13,african civet,24,10,2013,-23.03910003,29.28923394,Limpopo,South Africa,No,Paved,Civettictis civetta,Road Collision,Not given
21/03/13,african civet,21,3,2013,-28.856841,29.726375,Mpumalanga,South Africa,No,Paved,Civettictis civetta,Road Collision,Not given
21/03/13,african civet,21,3,2013,-28.447126,29.508731,Mpumalanga,South Africa,No,Paved,Civettictis civetta,Road Collision,Not given
23/06/13,african civet,23,6,2013,-27.068816,28.644107,KwaZulu-Natal,South Africa,No,Paved,Civettictis civetta,Road Collision,Not given
01/07/13,african civet,1,7,2013,-26.859568,28.485624,KwaZulu-Natal,South Africa,No,Paved,Civettictis civetta,Road Collision,Not given
02/07/13,african civet,2,7,2013,-28.447614,29.525039,Mpumalanga,South Africa,No,Paved,Civettictis civetta,Road Collision,Not given
02/11/13,african civet,2,11,2013,-26.869428,28.497027,KwaZulu-Natal,South Africa,No,Paved,Civettictis civetta,Road Collision,Not given
03/01/13,african striped weasel,3,1,2013,-34.05049,19.58648,Not given,South Africa,No,Not recorded,Poecilogale albinucha,Road Collision,Not given
22/12/13,african wild cat,22,12,2013,-26.27494201,30.2623385,Mpumalanga,South Africa,No,Not recorded,Felis lybica,Road Collision,Not given
26/06/13,african wild cat,26,6,2013,NA,NA,Western Cape,South Africa,No,Paved,Felis lybica,Road Collision,Not given
20/04/13,african wild dog,20,4,2013,NA,NA,Limpopo,South Africa,No,Paved,Lycaon pictus,Road Collision,Not given
07/04/13,banded mongoose,7,4,2013,-30.2855,30.7468,KwaZulu-Natal,South Africa,No,Paved,Mungos mungo,Road Collision,Not given
11/06/13,banded mongoose,11,6,2013,-23.6802,27.828,Limpopo,South Africa,No,Not recorded,Mungos mungo,Road Collision,Not given
07/04/13,banded mongoose,7,4,2013,-30.2855,30.7468,Western Cape,South Africa,No,Paved,Mungos mungo,Road Collision,Not given
07/04/13,banded mongoose,7,4,2013,-30.2855,30.7468,KwaZulu-Natal,South Africa,No,Not recorded,Mungos mungo,Road Collision,Not given
25/09/13,bat-eared fox,25,9,2013,NA,NA,Western Cape,South Africa,No,Paved,Otocyon megalotis,Road Collision,Not given
25/10/13,bat-eared fox,25,10,2013,NA,NA,Western Cape,South Africa,No,Paved,Otocyon megalotis,Road Collision,Not given
26/09/13,bat-eared fox,26,9,2013,NA,NA,Western Cape,South Africa,No,Paved,Otocyon megalotis,Road Collision,Not given
30/04/13,bat-eared fox,30,4,2013,NA,NA,Mpumalanga,South Africa,No,Paved,Otocyon megalotis,Road Collision,Not given
18/03/13,bat-eared fox,18,3,2013,-29.95571833,24.16774333,Northern Cape,South Africa,No,Paved,Otocyon megalotis,Road Collision,Not given
02/01/13,black-backed jackal,2,1,2013,NA,NA,Gauteng,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
03/05/13,black-backed jackal,3,5,2013,-26.15026,27.19071,Gauteng,South Africa,No,Paved,Canis mesomelas,Road Collision,Agricultural
05/06/13,black-backed jackal,5,6,2013,-25.75888889,30.23527778,Mpumalanga,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
05/06/13,black-backed jackal,5,6,2013,-25.8325,30.24111111,Mpumalanga,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
09/12/13,black-backed jackal,9,12,2013,-26.21105556,27.37894444,Gauteng,South Africa,No,Paved,Canis mesomelas,Road Collision,Agricultural
09/01/13,black-backed jackal,9,1,2013,-25.9578,30.0892,Mpumalanga,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
21/10/13,black-backed jackal,21,10,2013,NA,NA,Limpopo,South Africa,No,Unpaved,Canis mesomelas,Road Collision,Not given
23/11/13,black-backed jackal,23,11,2013,-25.90626111,28.04058889,Gauteng,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
04/09/13,black-backed jackal,4,9,2013,-23.0892,29.3819,Limpopo,South Africa,No,Paved,Canis mesomelas,Road Collision,Open area
17/04/13,black-backed jackal,17,4,2013,-26.936967,28.558833,KwaZulu-Natal,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
31/05/13,black-backed jackal,31,5,2013,-27.229134,28.733815,KwaZulu-Natal,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
17/06/13,black-backed jackal,17,6,2013,-26.932175,28.556172,KwaZulu-Natal,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
01/06/13,black-backed jackal,1,6,2013,-27.405957,28.803586,KwaZulu-Natal,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
30/11/13,black-backed jackal,30,11,2013,-26.745193,28.426652,KwaZulu-Natal,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
14/12/13,black-backed jackal,14,12,2013,-26.863262,28.489689,KwaZulu-Natal,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
10/12/13,black-backed jackal,10,12,2013,-26.719866,28.411225,KwaZulu-Natal,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
22/01/13,black-backed jackal,22,1,2013,-25.6736,23.98471667,North West,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
05/03/13,black-backed jackal,5,3,2013,-25.8133,26.44336667,North West,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
16/03/13,black-backed jackal,16,3,2013,-26.58888333,27.23083333,North West,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
09/05/13,black-backed jackal,9,5,2013,-26.15676667,26.74015,North West,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
31/05/13,black-backed jackal,31,5,2013,-26.61661667,26.48801667,North West,South Africa,No,Paved,Canis mesomelas,Road Collision,Grassland
05/06/13,black-backed jackal,5,6,2013,-25.94435,25.82,North West,South Africa,No,Paved,Canis mesomelas,Road Collision,Grassland
16/07/13,black-backed jackal,16,7,2013,-26.12835,26.06976667,North West,South Africa,No,Paved,Canis mesomelas,Road Collision,Grassland
20/07/13,black-backed jackal,20,7,2013,-27.5521,25.72876667,North West,South Africa,No,Paved,Canis mesomelas,Road Collision,Grassland
16/08/13,black-backed jackal,16,8,2013,-27.409,25.62635,North West,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
05/06/13,black-backed jackal,5,6,2013,-25.8325,30.24111111,Mpumalanga,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
05/06/13,black-backed jackal,5,6,2013,-25.75888889,30.23527778,Mpumalanga,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
01/09/13,black-backed jackal,1,9,2013,NA,NA,Limpopo,South Africa,No,Paved,Canis mesomelas,Road Collision,Open area
