unique_code,vm_number,sp_code,collection,basis_of_record,collector,country,state_prov,locality,coords_unc,Year,month,day,order,family,genus,species,taxon_name,common_nam,red_data_s,url,decimallat,decimallon
79563,115479,550,CAPENATURE,sight,WITBOOI J,South Africa,Western Cape,MANNETJIESBERG,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115479,-33.62305556,22.925
79564,115483,550,CAPENATURE,voucher,DE JAAR. J,South Africa,Western Cape,Vermaaksrivier,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115483,-33.62305556,22.57361111
79565,115446,550,CAPENATURE,tissue,eleroux,South Africa,Western Cape,Groenefontein,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115446,-33.6225,21.62916667
79566,115447,550,CAPENATURE,sight,eleroux,South Africa,Western Cape,Groenefontein,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115447,-33.6225,21.62388889
79567,52046,550,PEM,Voucher,G.V. Haagner,South Africa,Western Cape,"Kammanansieberg, Valley North of Plettenberg Bay","degree, minute and integer second",1994,11,12,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-52046,-33.62222222,22.90416667
79568,115136,550,CAPENATURE,voucher,G.V. Haagner,South Africa,Western Cape,Kammanassieberg: Valley N of Platberg,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115136,-33.62222222,22.90416667
79569,115145,550,CAPENATURE,voucher,W.R. Branch,South Africa,Western Cape,"Kammanassieberg, west crest of saddle.","degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115145,-33.62194444,22.75361111
79570,96010,550,CUN-HEN,sight,NA,South Africa,Western Cape,Kammanassie plateau,"degree, minute and integer second",2001,11,4,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-96010,-33.62083333,22.85583333
79571,115321,550,CAPENATURE,sight,Turner A.A. & Cunningham M.,South Africa,Western Cape,"Kammanassie NR, weatherstation plateau","degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115321,-33.62083333,22.85583333
79572,115370,550,CAPENATURE,sight,"Turner A.A., Cunningham M.J.",South Africa,Western Cape,Kammanassie plateau,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115370,-33.62083333,22.85583333
79573,115449,550,CAPENATURE,tissue,eleroux,South Africa,Western Cape,Groenefontein,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115449,-33.62,21.62305556
79574,115428,550,CAPENATURE,sight,P.Chadwick,South Africa,Western Cape,Perdevlakte,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115428,-33.60833333,22.85583333
79575,115429,550,CAPENATURE,sight,Field rangers,South Africa,Western Cape,Perdevlakte,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115429,-33.60833333,22.85583333
79576,115102,550,CAPENATURE,voucher,C. Fernol,South Africa,Western Cape,"Kammanassieberg, East of Paardeberg.","degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115102,-33.60611111,22.86055556
79577,22399,550,TM,voucher,V FITZSIMONS,South Africa,Western Cape,De Wet,degree and integer minute,1940,9,28,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-22399,-33.6,19.51666667
79578,22400,550,TM,voucher,V FITZSIMONS,South Africa,Western Cape,De Wet,degree and integer minute,1940,9,28,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-22400,-33.6,19.51666667
79579,22401,550,TM,voucher,V FITZSIMONS,South Africa,Western Cape,De Wet,degree and integer minute,1940,9,28,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-22401,-33.6,19.51666667
79580,22402,550,TM,voucher,V FITZSIMONS,South Africa,Western Cape,De Wet,degree and integer minute,1940,9,28,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-22402,-33.6,19.51666667
79581,22403,550,TM,voucher,V FITZSIMONS,South Africa,Western Cape,De Wet,degree and integer minute,1940,9,28,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-22403,-33.6,19.51666667
79582,22404,550,TM,voucher,V FITZSIMONS,South Africa,Western Cape,De Wet,degree and integer minute,1940,9,28,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-22404,-33.6,19.51666667
79583,22405,550,TM,voucher,V FITZSIMONS,South Africa,Western Cape,De Wet,degree and integer minute,1940,9,28,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-22405,-33.6,19.51666667
79584,22406,550,TM,voucher,V FITZSIMONS,South Africa,Western Cape,De Wet,degree and integer minute,1940,9,28,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-22406,-33.6,19.51666667
79585,22407,550,TM,voucher,V FITZSIMONS,South Africa,Western Cape,De Wet,degree and integer minute,1940,9,28,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-22407,-33.6,19.51666667
79586,22408,550,TM,voucher,V FITZSIMONS,South Africa,Western Cape,De Wet,degree and integer minute,1940,9,28,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-22408,-33.6,19.51666667
79587,22409,550,TM,voucher,V FITZSIMONS,South Africa,Western Cape,De Wet,degree and integer minute,1940,9,28,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-22409,-33.6,19.51666667
79588,22410,550,TM,voucher,V FITZSIMONS,South Africa,Western Cape,De Wet,degree and integer minute,1940,9,28,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-22410,-33.6,19.51666667
79589,22411,550,TM,voucher,V FITZSIMONS,South Africa,Western Cape,De Wet,degree and integer minute,1940,9,28,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-22411,-33.6,19.51666667
79590,22412,550,TM,voucher,V FITZSIMONS,South Africa,Western Cape,De Wet,degree and integer minute,1940,9,28,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-22412,-33.6,19.51666667
79591,115326,550,CAPENATURE,voucher,V FITZSIMONS,South Africa,Western Cape,DE WET,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115326,-33.6,19.51666667
79592,115327,550,CAPENATURE,voucher,V FITZSIMONS,South Africa,Western Cape,DE WET,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115327,-33.6,19.51666667
79593,115328,550,CAPENATURE,voucher,V FITZSIMONS,South Africa,Western Cape,DE WET,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115328,-33.6,19.51666667
79594,115329,550,CAPENATURE,voucher,V FITZSIMONS,South Africa,Western Cape,DE WET,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115329,-33.6,19.51666667
79595,115330,550,CAPENATURE,voucher,V FITZSIMONS,South Africa,Western Cape,DE WET,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115330,-33.6,19.51666667
79596,115331,550,CAPENATURE,voucher,V FITZSIMONS,South Africa,Western Cape,DE WET,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115331,-33.6,19.51666667
79597,115332,550,CAPENATURE,voucher,V FITZSIMONS,South Africa,Western Cape,DE WET,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115332,-33.6,19.51666667
79598,115333,550,CAPENATURE,voucher,V FITZSIMONS,South Africa,Western Cape,DE WET,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115333,-33.6,19.51666667
79599,115335,550,CAPENATURE,voucher,V FITZSIMONS,South Africa,Western Cape,DE WET,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115335,-33.6,19.51666667
79600,115336,550,CAPENATURE,voucher,V FITZSIMONS,South Africa,Western Cape,DE WET,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115336,-33.6,19.51666667
79601,115337,550,CAPENATURE,voucher,V FITZSIMONS,South Africa,Western Cape,DE WET,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115337,-33.6,19.51666667
79602,115338,550,CAPENATURE,voucher,V FITZSIMONS,South Africa,Western Cape,DE WET,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115338,-33.6,19.51666667
79603,115339,550,CAPENATURE,voucher,V FITZSIMONS,South Africa,Western Cape,DE WET,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115339,-33.6,19.51666667
79604,115340,550,CAPENATURE,voucher,V FITZSIMONS,South Africa,Western Cape,DE WET,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115340,-33.6,19.51666667
79605,115433,550,CAPENATURE,sight,Field rangers,South Africa,Western Cape,Perdevlakte,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115433,-33.59916667,22.85972222
79606,115434,550,CAPENATURE,sight,Field rangers,South Africa,Western Cape,Perdevlakte,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115434,-33.59916667,22.85972222
79607,115435,550,CAPENATURE,sight,Field rangers,South Africa,Western Cape,Perdevlakte,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115435,-33.59916667,22.85972222
79608,115436,550,CAPENATURE,sight,Field rangers,South Africa,Western Cape,Perdevlakte,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115436,-33.59916667,22.85972222
79609,115490,550,CAPENATURE,sight,DE JAAR J,South Africa,Western Cape,Wildebeesvlakte,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115490,-33.59583333,22.62222222
79610,115430,550,CAPENATURE,sight,Field rangers,South Africa,Western Cape,Kleingeluk,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115430,-33.58861111,22.74055556
79611,115431,550,CAPENATURE,sight,Field rangers,South Africa,Western Cape,Kleingeluk,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115431,-33.58861111,22.74055556
79612,115432,550,CAPENATURE,sight,Field rangers,South Africa,Western Cape,Kleingeluk,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115432,-33.58861111,22.74055556
79613,115437,550,CAPENATURE,sight,Field rangers,South Africa,Western Cape,Kleingeluk,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115437,-33.58861111,22.74055556
79614,115421,550,CAPENATURE,sight,P.Chadwick,South Africa,Western Cape,South of Klein Geluk,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115421,-33.5875,22.73527778
79615,115422,550,CAPENATURE,sight,P.Chadwick,South Africa,Western Cape,South of Klein Geluk,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115422,-33.58555556,22.73166667
79616,115423,550,CAPENATURE,sight,P.Chadwick,South Africa,Western Cape,South of Klein Geluk,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115423,-33.57638889,22.73055556
79617,115424,550,CAPENATURE,sight,P.Chadwick,South Africa,Western Cape,Buffelsklip,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115424,-33.575,22.88333333
79618,99798,550,JEM,voucher,"leF Mouton, D Mostert.",South Africa,Western Cape,"Betel, Paarl District","degree, minute and integer second",1983,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-99798,-33.57333333,18.80972222
79619,99799,550,JEM,voucher,"leF Mouton, D Mostert.",South Africa,Western Cape,"Betel, Paarl District","degree, minute and integer second",1983,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-99799,-33.57333333,18.80972222
79620,115289,550,CAPENATURE,voucher,"leF Mouton, D Mostert.",South Africa,Western Cape,Betel,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115289,-33.57333333,18.80972222
79621,115291,550,CAPENATURE,voucher,"leF Mouton, D Mostert.",South Africa,Western Cape,Betel,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115291,-33.57333333,18.80972222
79622,99817,550,JEM,voucher,"leF Mouton, D Mostert.",South Africa,Western Cape,Doornkraal,"degree, minute and integer second",1984,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-99817,-33.57277778,18.72472222
79623,99818,550,JEM,voucher,"leF Mouton, D Mostert.",South Africa,Western Cape,Doornkraal,"degree, minute and integer second",1984,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-99818,-33.57277778,18.72472222
79624,115313,550,CAPENATURE,voucher,"leF Mouton, D Mostert.",South Africa,Western Cape,Doornkraal,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115313,-33.57277778,18.72472222
79625,115314,550,CAPENATURE,voucher,"leF Mouton, D Mostert.",South Africa,Western Cape,Doornkraal,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115314,-33.57277778,18.72472222
79626,96011,550,CUN-HEN,photo,"MJC,CLH",South Africa,Western Cape,Keerom R,"degree, minute and integer second",2003,10,10,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-96011,-33.56861111,19.66916667
79627,115368,550,CAPENATURE,tissue,"Henderson C.L., Cunningham M.J",South Africa,Western Cape,Keerom R,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115368,-33.56861111,19.66916667
79628,115426,550,CAPENATURE,sight,Field rangers,South Africa,Western Cape,Pietslaagte,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115426,-33.56333333,22.94944444
79629,115427,550,CAPENATURE,sight,Field rangers,South Africa,Western Cape,Pietslaagte,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115427,-33.56333333,22.94944444
79630,3331,550,ReptileMAP-VM,VMUS,Witberg M.,South Africa,Western Cape,Plaas 820; Klein Dassenberg; Malmesbury,0-250 m,2007,8,18,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-3331,-33.5625,18.57277778
79631,115425,550,CAPENATURE,sight,Field rangers,South Africa,Western Cape,Dysselsberg,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115425,-33.55805556,22.49166667
79632,96007,550,CUN-HEN,voucher,NA,South Africa,Western Cape,Thomas Hut,"degree, minute and integer second",2002,8,20,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-96007,-33.55444444,19.41444444
